city,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,cloud_cover_percent,condition,play_cricket
Lucknow,24.5,57,11.3,5.5,86,Rainy,No
Jaipur,18.1,56,23.4,0.0,27,Sunny,No
Lucknow,40.4,71,19.3,2.2,44,Cloudy,No
Pune,33.7,74,11.1,0.0,65,Cloudy,Yes
Kolkata,31.8,82,11.6,0.0,50,Cloudy,Yes
Bengaluru,36.4,64,10.6,0.0,12,Sunny,Yes
Kolkata,39.6,69,11.1,0.0,50,Cloudy,Yes
Ahmedabad,24.9,77,24.1,0.0,64,Cloudy,Yes
Hyderabad,35.3,64,6.7,1.9,52,Cloudy,No
Bengaluru,38.2,37,19.6,4.4,58,Cloudy,No
Delhi,30.0,76,9.2,0.0,59,Cloudy,Yes
Mumbai,23.4,31,17.3,15.5,100,Rainy,No
Pune,24.2,75,19.3,0.2,47,Cloudy,Yes
Mumbai,30.4,73,27.7,4.0,21,Sunny,No
Hyderabad,25.4,60,10.6,3.0,47,Cloudy,No
Ahmedabad,32.0,47,23.2,0.0,36,Sunny,Yes
Delhi,27.2,79,15.2,8.9,100,Rainy,No
Ahmedabad,31.1,65,6.9,3.3,72,Cloudy,No
Pune,23.8,62,16.4,6.7,100,Rainy,No
Mumbai,40.8,75,20.2,4.4,80,Overcast,No
Ahmedabad,31.5,52,5.0,0.0,59,Cloudy,Yes
Jaipur,30.8,91,19.2,0.0,30,Sunny,Yes
Mumbai,20.4,66,14.3,0.2,68,Cloudy,Yes
Jaipur,26.4,78,25.7,0.0,38,Sunny,Yes
Lucknow,33.4,57,11.1,3.2,51,Cloudy,No
Kolkata,25.2,74,22.6,1.3,48,Cloudy,No
Hyderabad,30.9,86,15.8,4.8,100,Overcast,No
Pune,27.5,95,16.5,0.0,0,Sunny,Yes
Jaipur,33.8,77,14.3,0.2,81,Overcast,Yes
Mumbai,35.6,57,20.2,4.4,100,Overcast,No
Jaipur,40.4,32,20.0,3.3,100,Overcast,No
Kolkata,35.0,53,9.7,4.6,52,Cloudy,No
Delhi,34.9,74,11.8,0.4,48,Cloudy,Yes
Ahmedabad,34.8,37,3.5,0.0,57,Cloudy,Yes
Hyderabad,30.8,98,10.7,0.0,45,Cloudy,Yes
Jaipur,24.3,66,17.7,0.8,68,Cloudy,Yes
Ahmedabad,23.8,30,28.9,2.9,28,Sunny,No
Delhi,32.2,73,12.0,0.0,46,Cloudy,Yes
Chennai,34.3,65,19.1,5.5,100,Rainy,No
Kolkata,41.9,65,4.8,0.0,64,Cloudy,Yes
Ahmedabad,37.5,62,11.1,0.0,61,Cloudy,Yes
Jaipur,40.2,92,24.2,1.5,50,Cloudy,No
Jaipur,28.3,95,16.2,7.1,100,Rainy,No
Mumbai,37.6,96,10.5,4.5,100,Overcast,No
Ahmedabad,19.4,30,15.3,1.9,84,Overcast,No
Lucknow,31.0,59,23.4,10.3,100,Rainy,No
Hyderabad,28.5,96,12.1,0.2,43,Cloudy,Yes
Mumbai,28.4,85,0.6,1.3,0,Sunny,No
Lucknow,23.2,91,6.4,0.9,69,Cloudy,Yes
Jaipur,29.7,79,6.3,0.4,28,Sunny,Yes
Pune,22.6,34,12.3,1.2,59,Cloudy,Yes
Jaipur,35.2,65,20.7,0.0,70,Cloudy,No
Chennai,32.3,74,14.5,0.6,73,Cloudy,Yes
Delhi,27.1,94,8.4,1.7,70,Cloudy,No
Mumbai,36.2,33,33.0,3.6,94,Overcast,No
Delhi,30.5,36,21.0,3.4,45,Cloudy,No
Lucknow,30.0,60,7.9,2.6,83,Overcast,Yes
Hyderabad,32.5,76,7.3,8.1,100,Rainy,No
Bengaluru,19.1,40,12.1,6.7,100,Rainy,No
Ahmedabad,19.8,34,26.2,2.5,37,Sunny,No
Lucknow,41.2,55,20.2,1.9,44,Cloudy,No
Ahmedabad,24.3,56,12.1,9.0,81,Rainy,No
Kolkata,28.3,56,15.0,0.0,32,Sunny,Yes
Lucknow,34.0,31,11.6,7.7,100,Rainy,No
Chennai,36.0,71,11.8,3.1,65,Cloudy,No
Delhi,28.1,86,21.9,0.6,58,Cloudy,No
Ahmedabad,31.1,54,24.5,0.8,53,Cloudy,Yes
Delhi,29.4,68,9.0,0.1,53,Cloudy,Yes
Jaipur,40.5,55,10.2,2.7,87,Overcast,No
Mumbai,30.7,89,18.7,1.4,49,Cloudy,No
Mumbai,36.2,47,29.7,2.3,78,Overcast,No
Jaipur,38.7,54,12.0,3.4,45,Cloudy,No
Ahmedabad,28.3,85,21.5,2.2,35,Sunny,No
Hyderabad,38.8,52,12.8,10.3,80,Rainy,No
Hyderabad,24.4,36,8.2,0.8,56,Cloudy,Yes
Ahmedabad,37.5,75,9.7,0.0,58,Cloudy,Yes
Kolkata,32.0,92,17.2,4.1,67,Cloudy,No
Delhi,38.6,97,12.6,4.4,70,Cloudy,No
Kolkata,34.7,64,14.5,4.6,66,Cloudy,No
Jaipur,18.3,51,22.5,0.0,32,Sunny,No
Kolkata,28.3,30,12.0,0.0,36,Sunny,Yes
Bengaluru,21.1,69,10.8,0.3,55,Cloudy,Yes
Jaipur,27.3,95,14.5,0.0,48,Cloudy,Yes
Jaipur,34.7,84,12.7,2.1,58,Cloudy,No
Ahmedabad,26.0,45,6.2,0.0,40,Cloudy,Yes
Hyderabad,29.0,84,7.3,2.6,68,Cloudy,No
Delhi,25.3,65,27.5,6.3,100,Rainy,No
Delhi,20.3,55,8.4,1.2,42,Cloudy,Yes
Hyderabad,34.0,54,5.2,0.0,64,Cloudy,Yes
Delhi,30.8,66,19.2,4.0,46,Cloudy,No
Pune,19.8,31,9.6,0.0,58,Cloudy,Yes
Chennai,29.6,63,22.2,1.8,22,Sunny,No
Hyderabad,27.9,54,15.7,6.4,80,Rainy,No
Kolkata,30.8,54,15.3,0.0,11,Sunny,Yes
Jaipur,28.2,44,13.1,4.1,31,Sunny,No
Kolkata,32.4,76,22.4,3.5,17,Sunny,No
Pune,33.2,34,23.6,1.4,45,Cloudy,No
Lucknow,36.6,47,10.6,0.0,23,Sunny,Yes
Jaipur,23.9,32,15.0,0.7,56,Cloudy,Yes
Chennai,33.1,85,6.8,2.2,59,Cloudy,No
Hyderabad,36.1,88,24.8,0.3,54,Cloudy,No
Bengaluru,33.3,76,11.6,5.6,65,Rainy,No
Bengaluru,24.6,49,13.6,0.0,37,Sunny,Yes
Bengaluru,29.9,97,15.8,8.6,91,Rainy,No
Bengaluru,20.7,88,19.2,3.5,87,Overcast,No
Ahmedabad,30.8,77,17.3,0.0,44,Cloudy,Yes
Bengaluru,38.7,31,32.5,0.0,50,Cloudy,No
Mumbai,32.8,86,29.4,0.0,63,Cloudy,No
Chennai,38.1,60,13.9,2.2,72,Cloudy,No
Kolkata,21.0,32,12.7,5.3,64,Rainy,No
Delhi,29.9,70,22.7,1.3,84,Overcast,No
Mumbai,41.8,91,30.6,9.3,100,Rainy,No
Mumbai,33.5,45,9.8,2.6,54,Cloudy,Yes
Hyderabad,25.4,90,16.5,0.0,88,Overcast,No
Delhi,29.1,72,20.7,1.3,71,Cloudy,No
Bengaluru,33.2,59,14.0,0.0,69,Cloudy,Yes
Delhi,29.0,70,16.9,3.3,57,Cloudy,No
Mumbai,22.6,92,30.2,4.4,27,Sunny,No
Ahmedabad,26.5,66,17.2,1.4,52,Cloudy,Yes
Pune,26.2,70,29.0,0.0,45,Cloudy,Yes
Kolkata,25.6,68,14.0,4.3,85,Overcast,No
Ahmedabad,31.2,72,10.1,0.7,36,Sunny,Yes
Delhi,36.2,48,15.2,0.7,49,Cloudy,Yes
Hyderabad,29.3,51,9.9,2.9,69,Cloudy,Yes
Pune,21.2,38,10.8,2.0,62,Cloudy,Yes
Pune,26.2,86,9.7,1.7,55,Cloudy,No
Lucknow,19.9,62,9.6,3.9,36,Sunny,No
Bengaluru,31.7,71,9.8,0.7,46,Cloudy,Yes
Pune,24.1,48,16.5,0.0,42,Cloudy,Yes
Pune,34.4,56,14.3,0.0,45,Cloudy,Yes
Mumbai,32.8,86,7.5,2.0,59,Cloudy,No
Mumbai,18.9,84,30.8,4.4,76,Overcast,No
Jaipur,35.2,67,20.2,0.2,79,Overcast,No
Jaipur,24.4,47,23.2,0.6,45,Cloudy,Yes
Bengaluru,24.1,67,4.1,5.2,66,Rainy,No
Delhi,35.4,75,16.5,0.0,15,Sunny,Yes
Lucknow,27.4,58,6.6,0.5,25,Sunny,Yes
Bengaluru,29.8,63,11.8,1.9,26,Sunny,Yes
Mumbai,33.4,36,9.7,5.6,90,Rainy,No
Delhi,32.4,54,14.0,0.7,45,Cloudy,Yes
Mumbai,39.5,55,26.3,2.6,33,Sunny,No
Hyderabad,31.5,34,12.4,4.0,81,Overcast,No
Ahmedabad,28.2,48,18.2,0.0,40,Cloudy,Yes
Jaipur,28.0,72,11.0,0.0,13,Sunny,Yes
Pune,27.2,90,10.0,5.1,75,Rainy,No
Bengaluru,19.3,39,9.7,0.8,68,Cloudy,Yes
Ahmedabad,27.1,96,12.1,0.4,47,Cloudy,Yes
Kolkata,27.5,54,25.9,0.0,58,Cloudy,Yes
Lucknow,42.0,65,9.1,0.7,9,Sunny,Yes
Ahmedabad,36.8,58,18.3,0.9,69,Cloudy,Yes
Mumbai,23.4,52,16.6,0.0,74,Cloudy,Yes
Bengaluru,32.2,86,16.6,0.0,21,Sunny,Yes
Mumbai,39.6,94,21.4,1.4,29,Sunny,No
Mumbai,28.8,84,13.1,0.0,32,Sunny,Yes
Kolkata,36.4,39,13.8,0.0,24,Sunny,Yes
Lucknow,36.0,92,14.9,1.5,48,Cloudy,No
Chennai,38.6,63,23.3,0.4,45,Cloudy,No
Lucknow,19.9,89,17.8,4.8,73,Cloudy,No
Kolkata,30.9,56,12.4,0.0,27,Sunny,Yes
Hyderabad,27.6,83,8.1,2.1,56,Cloudy,No
Delhi,34.6,90,14.5,0.4,50,Cloudy,Yes
Jaipur,31.2,61,1.0,0.0,64,Cloudy,Yes
Delhi,27.3,97,10.1,0.0,42,Cloudy,Yes
Ahmedabad,26.4,73,10.8,2.4,54,Cloudy,Yes
Hyderabad,31.2,57,10.2,0.2,12,Sunny,Yes
Ahmedabad,38.3,89,11.0,0.0,40,Cloudy,No
Delhi,29.1,87,7.0,0.0,60,Cloudy,Yes
Bengaluru,33.0,62,13.5,0.0,26,Sunny,Yes
Jaipur,40.0,32,26.5,2.8,67,Cloudy,No
Ahmedabad,23.2,61,33.5,0.0,51,Cloudy,Yes
Hyderabad,39.6,62,24.5,0.8,39,Sunny,No
Kolkata,22.0,84,16.6,1.0,73,Cloudy,No
Hyderabad,27.7,77,5.6,1.0,77,Overcast,Yes
Bengaluru,30.0,37,22.3,2.0,42,Cloudy,No
Ahmedabad,23.5,72,10.2,0.0,53,Cloudy,Yes
Pune,32.7,90,8.2,0.8,4,Sunny,Yes
Mumbai,30.3,66,16.6,0.0,69,Cloudy,Yes
Jaipur,22.4,96,33.7,7.3,82,Rainy,No
Hyderabad,30.9,57,3.8,2.3,83,Overcast,Yes
Delhi,22.3,60,24.4,3.1,93,Overcast,No
Chennai,27.2,62,9.8,5.2,81,Rainy,No
Delhi,26.9,74,5.2,3.2,100,Overcast,No
Bengaluru,19.6,86,13.8,2.4,99,Overcast,No
Kolkata,20.2,66,7.0,0.3,23,Sunny,Yes
Mumbai,18.9,50,8.1,1.5,50,Cloudy,No
Bengaluru,35.8,65,12.5,0.6,53,Cloudy,Yes
Bengaluru,22.9,96,2.6,6.1,83,Rainy,No
Ahmedabad,40.9,37,11.2,3.3,58,Cloudy,No
Kolkata,38.2,47,1.7,10.7,100,Rainy,No
Ahmedabad,32.8,47,13.6,6.9,75,Rainy,No
Jaipur,40.3,50,11.8,0.2,60,Cloudy,Yes
Pune,28.9,44,7.6,2.3,100,Overcast,No
Jaipur,21.1,48,12.1,4.2,70,Cloudy,No
Delhi,31.9,51,4.9,0.3,37,Sunny,Yes
Chennai,22.0,55,9.4,0.2,40,Cloudy,Yes
Jaipur,24.5,42,18.1,0.0,60,Cloudy,Yes
Ahmedabad,37.0,85,6.9,0.0,72,Cloudy,No
Jaipur,22.0,30,16.9,0.0,32,Sunny,Yes
Hyderabad,34.8,37,22.2,0.0,53,Cloudy,Yes
Hyderabad,35.9,93,16.5,1.2,90,Overcast,No
Jaipur,27.4,47,0.9,1.1,50,Cloudy,Yes
Lucknow,26.6,52,14.6,1.6,43,Cloudy,Yes
Ahmedabad,30.3,79,10.3,9.1,100,Rainy,No
Delhi,34.6,78,13.6,0.9,57,Cloudy,Yes
Jaipur,31.3,69,7.3,0.0,0,Sunny,Yes
Hyderabad,32.1,40,25.0,0.0,72,Cloudy,Yes
Jaipur,33.5,71,18.1,2.2,75,Overcast,Yes
Hyderabad,39.5,44,6.6,0.0,52,Cloudy,Yes
Ahmedabad,17.5,56,10.4,0.1,34,Sunny,Yes
Hyderabad,42.5,57,27.1,0.4,44,Cloudy,No
Pune,31.3,95,19.0,2.1,66,Cloudy,No
Bengaluru,20.5,74,23.1,0.3,46,Cloudy,Yes
Pune,19.0,65,2.8,3.8,52,Cloudy,No
Delhi,40.6,97,7.2,1.7,65,Cloudy,No
Jaipur,31.1,32,19.0,2.4,62,Cloudy,Yes
Chennai,33.1,90,27.5,0.0,42,Cloudy,No
Jaipur,40.7,54,27.4,11.6,100,Rainy,No
Mumbai,28.8,90,15.5,0.0,73,Cloudy,Yes
Lucknow,22.5,70,14.4,2.1,66,Cloudy,Yes
Ahmedabad,27.5,64,14.1,0.6,39,Sunny,Yes
Pune,23.1,95,18.1,7.9,59,Rainy,No
Jaipur,36.2,53,16.5,0.0,20,Sunny,Yes
Hyderabad,37.0,44,18.0,0.9,46,Cloudy,Yes
Ahmedabad,23.4,46,18.5,1.9,68,Cloudy,Yes
Lucknow,28.8,36,10.3,0.5,35,Sunny,Yes
Delhi,28.5,37,31.7,1.2,57,Cloudy,No
Lucknow,31.5,45,10.7,1.3,31,Sunny,Yes
Pune,30.2,84,16.5,0.1,61,Cloudy,Yes
Bengaluru,27.0,78,10.4,2.5,68,Cloudy,Yes
Mumbai,37.6,34,13.2,0.4,32,Sunny,Yes
Mumbai,37.0,39,20.0,0.3,46,Cloudy,Yes
Pune,38.0,41,7.6,5.4,88,Rainy,No
Mumbai,22.7,57,10.3,0.7,72,Cloudy,Yes
Pune,38.2,63,27.6,5.2,82,Rainy,No
Kolkata,26.8,65,10.4,2.5,52,Cloudy,Yes
Bengaluru,31.5,63,17.6,0.5,76,Overcast,Yes
Ahmedabad,20.6,85,11.4,1.1,47,Cloudy,No
Kolkata,30.7,79,20.5,0.0,43,Cloudy,Yes
Hyderabad,17.5,53,29.2,3.5,48,Cloudy,No
Pune,36.0,39,6.7,1.4,52,Cloudy,No
Lucknow,17.6,87,14.3,1.5,59,Cloudy,No
Chennai,21.6,71,14.2,2.4,76,Overcast,Yes
Kolkata,23.1,81,15.2,0.6,41,Cloudy,Yes
Bengaluru,31.6,78,13.0,4.2,67,Cloudy,No
Kolkata,26.2,75,19.4,1.3,61,Cloudy,Yes
Pune,36.5,31,29.5,2.0,40,Cloudy,No
Pune,26.6,66,19.0,1.6,29,Sunny,Yes
Hyderabad,19.2,71,17.4,0.7,46,Cloudy,Yes
Hyderabad,37.5,70,5.2,0.0,54,Cloudy,Yes
Lucknow,28.9,32,25.9,0.5,38,Sunny,Yes
Jaipur,20.7,61,21.6,6.4,72,Rainy,No
Bengaluru,28.7,68,9.8,5.3,64,Rainy,No
Lucknow,19.3,84,3.6,1.9,45,Cloudy,No
Chennai,23.0,81,4.6,1.3,0,Sunny,No
Kolkata,27.9,53,21.2,1.0,56,Cloudy,No
Hyderabad,33.8,73,32.6,0.0,27,Sunny,Yes
Hyderabad,26.2,85,21.9,0.3,28,Sunny,No
Chennai,27.2,84,24.9,0.4,15,Sunny,No
Mumbai,34.4,62,22.9,4.1,82,Overcast,No
Chennai,27.2,94,9.1,7.9,100,Rainy,No
Delhi,20.5,61,8.9,0.5,50,Cloudy,Yes
Ahmedabad,29.5,48,24.7,2.6,54,Cloudy,No
Ahmedabad,34.6,58,20.5,0.0,30,Sunny,Yes
Ahmedabad,33.3,58,15.4,7.4,60,Rainy,No
Bengaluru,37.3,72,10.5,2.6,64,Cloudy,No
Kolkata,28.8,68,6.5,2.2,67,Cloudy,Yes
Kolkata,22.0,72,1.3,2.6,47,Cloudy,Yes
Kolkata,30.2,80,16.0,2.7,79,Overcast,Yes
Jaipur,28.0,56,23.4,0.7,57,Cloudy,Yes
Ahmedabad,36.7,64,27.3,0.0,61,Cloudy,No
Chennai,32.5,71,15.5,0.8,17,Sunny,Yes
Pune,34.8,34,19.1,6.4,57,Rainy,No
Pune,28.6,32,12.5,2.0,61,Cloudy,Yes
Chennai,38.2,68,17.7,1.7,33,Sunny,No
Mumbai,32.0,31,11.4,2.5,70,Cloudy,Yes
Jaipur,29.6,97,5.9,2.0,20,Sunny,No
Chennai,39.1,33,3.8,0.0,58,Cloudy,Yes
Ahmedabad,36.6,89,12.2,2.5,66,Cloudy,No
Ahmedabad,23.1,41,16.8,1.0,50,Cloudy,Yes
Pune,28.1,93,11.5,1.1,41,Cloudy,No
Delhi,31.7,38,28.6,6.6,76,Rainy,No
Delhi,33.1,82,17.7,0.7,62,Cloudy,Yes
Hyderabad,32.4,98,14.5,0.3,36,Sunny,Yes
Bengaluru,38.2,39,24.5,2.4,31,Sunny,No
Kolkata,27.2,60,7.7,2.8,80,Overcast,Yes
Bengaluru,31.6,59,5.9,0.2,23,Sunny,Yes
Mumbai,28.7,39,14.3,0.3,100,Overcast,Yes
Kolkata,27.8,64,23.4,0.0,45,Cloudy,Yes
Delhi,18.8,34,7.7,2.2,71,Cloudy,No
Jaipur,22.0,78,9.7,1.0,50,Cloudy,Yes
Kolkata,37.9,53,24.0,1.5,47,Cloudy,No
Ahmedabad,20.0,83,16.0,0.0,36,Sunny,Yes
Chennai,25.0,75,13.2,0.0,55,Cloudy,Yes
Lucknow,27.5,78,20.5,0.0,58,Cloudy,Yes
Ahmedabad,18.6,72,7.1,0.0,39,Sunny,Yes
Bengaluru,30.6,64,12.1,1.2,65,Cloudy,Yes
Mumbai,20.2,85,22.5,0.0,57,Cloudy,No
Pune,30.1,68,7.2,0.8,53,Cloudy,Yes
Kolkata,40.3,63,22.7,4.9,69,Cloudy,No
Pune,24.8,37,12.0,0.0,63,Cloudy,Yes
Pune,28.4,75,8.6,1.1,31,Sunny,Yes
Chennai,32.9,46,5.8,0.0,43,Cloudy,Yes
Delhi,31.6,32,23.8,0.9,34,Sunny,Yes
Pune,29.7,69,23.7,6.6,32,Rainy,No
Kolkata,22.5,51,18.8,1.3,39,Sunny,Yes
Mumbai,28.7,72,4.1,1.4,31,Sunny,Yes
Pune,43.9,52,21.5,1.3,51,Cloudy,No
Pune,35.4,45,5.6,0.0,53,Cloudy,Yes
Hyderabad,30.1,39,22.0,0.0,48,Cloudy,Yes
Pune,30.8,38,21.3,3.3,84,Overcast,No
Pune,31.2,71,5.9,0.0,35,Sunny,Yes
Lucknow,26.3,95,18.9,3.3,60,Cloudy,No
Delhi,21.1,32,11.3,4.9,63,Cloudy,No
Bengaluru,30.9,52,10.0,4.6,79,Overcast,No
Jaipur,30.4,98,10.6,1.1,36,Sunny,No
Hyderabad,19.5,86,8.2,7.2,70,Rainy,No
Hyderabad,17.5,67,19.4,1.6,26,Sunny,No
Delhi,28.9,63,25.6,6.6,100,Rainy,No
Lucknow,32.1,33,11.4,0.0,61,Cloudy,Yes
Mumbai,41.1,85,11.8,3.5,51,Cloudy,No
Chennai,34.7,61,29.3,0.0,70,Cloudy,Yes
Ahmedabad,36.8,58,4.8,3.7,92,Overcast,No
Mumbai,34.0,34,9.1,6.0,100,Rainy,No
Kolkata,24.4,37,25.5,0.3,56,Cloudy,Yes
Jaipur,19.9,32,24.8,0.0,63,Cloudy,No
Bengaluru,36.1,87,11.2,3.3,89,Overcast,No
Ahmedabad,33.4,49,10.8,0.0,28,Sunny,Yes
Bengaluru,29.7,96,20.1,0.0,23,Sunny,No
Pune,32.5,67,20.6,1.4,74,Cloudy,No
Kolkata,30.2,60,10.0,1.6,77,Overcast,Yes
Kolkata,27.1,54,4.2,7.6,100,Rainy,No
Bengaluru,31.3,98,17.8,0.0,47,Cloudy,Yes
Ahmedabad,27.8,82,7.1,2.7,64,Cloudy,No
Bengaluru,33.2,54,32.1,0.9,64,Cloudy,Yes
Delhi,40.0,76,9.9,0.0,85,Overcast,No
Lucknow,30.8,68,17.9,0.4,43,Cloudy,Yes
Delhi,28.7,92,19.3,2.3,53,Cloudy,No
Mumbai,30.5,69,20.0,1.4,41,Cloudy,Yes
Kolkata,29.5,40,25.0,0.0,24,Sunny,Yes
Delhi,20.0,41,17.2,1.0,57,Cloudy,Yes
Hyderabad,30.4,41,9.1,1.6,25,Sunny,Yes
Ahmedabad,26.5,35,9.8,0.0,6,Sunny,Yes
Jaipur,28.2,57,5.7,1.3,57,Cloudy,Yes
Delhi,35.6,96,20.5,0.0,28,Sunny,No
Mumbai,25.9,62,3.8,6.6,62,Rainy,No
Bengaluru,24.7,42,25.7,4.1,88,Overcast,No
Delhi,29.7,67,21.0,0.1,45,Cloudy,Yes
Delhi,23.8,41,23.2,0.8,51,Cloudy,Yes
Delhi,24.7,78,9.9,0.6,34,Sunny,Yes
Hyderabad,26.7,82,24.6,1.5,47,Cloudy,No
Lucknow,28.0,80,28.9,1.4,54,Cloudy,No
Hyderabad,41.9,46,11.1,0.2,59,Cloudy,Yes
Ahmedabad,33.4,47,15.8,3.1,87,Overcast,No
Chennai,37.4,91,10.7,6.3,68,Rainy,No
Jaipur,41.8,64,16.7,0.4,40,Cloudy,Yes
Bengaluru,28.4,91,16.8,0.0,35,Sunny,Yes
Ahmedabad,27.4,69,8.4,1.4,47,Cloudy,Yes
Jaipur,23.1,97,21.0,0.2,41,Cloudy,No
Kolkata,22.9,79,9.0,2.3,60,Cloudy,Yes
Bengaluru,31.6,31,22.8,5.8,84,Rainy,No
Hyderabad,23.9,44,17.2,0.7,68,Cloudy,Yes
Ahmedabad,29.8,50,18.6,2.8,68,Cloudy,Yes
Bengaluru,32.9,71,15.8,3.5,93,Overcast,No
Pune,42.2,86,11.4,0.0,53,Cloudy,No
Ahmedabad,28.5,56,19.0,0.0,57,Cloudy,Yes
Bengaluru,29.4,79,11.2,0.8,48,Cloudy,Yes
Kolkata,26.1,56,5.7,0.0,41,Cloudy,Yes
Hyderabad,21.5,41,13.7,2.9,50,Cloudy,Yes
Ahmedabad,27.1,93,7.3,0.0,42,Cloudy,Yes
Kolkata,24.8,32,4.5,4.0,65,Cloudy,No
Kolkata,26.9,80,25.9,3.7,39,Sunny,No
Pune,34.1,62,18.8,0.0,59,Cloudy,Yes
Hyderabad,34.0,68,9.2,0.5,42,Cloudy,Yes
Mumbai,39.0,55,28.2,0.7,80,Overcast,No
Pune,33.3,70,14.4,1.0,21,Sunny,Yes
Delhi,34.8,80,7.3,0.0,16,Sunny,Yes
Delhi,25.0,70,6.3,0.0,44,Cloudy,Yes
Pune,33.3,54,5.3,0.0,54,Cloudy,Yes
Bengaluru,36.6,30,5.9,2.5,84,Overcast,No
Kolkata,36.7,68,24.3,0.0,46,Cloudy,No
Pune,33.6,34,18.1,9.2,93,Rainy,No
Hyderabad,26.9,31,17.0,3.5,81,Overcast,No
Jaipur,31.2,49,13.5,1.5,28,Sunny,Yes
Lucknow,36.0,68,21.9,0.0,54,Cloudy,No
Mumbai,24.3,35,23.2,1.8,39,Sunny,No
Ahmedabad,33.8,53,8.8,0.5,49,Cloudy,Yes
Delhi,37.8,70,27.6,0.4,42,Cloudy,No
Jaipur,33.8,37,2.2,0.8,58,Cloudy,Yes
Delhi,29.1,42,2.8,4.7,75,Overcast,No
Ahmedabad,37.9,40,4.7,0.9,73,Cloudy,Yes
Delhi,23.0,70,4.0,0.0,71,Cloudy,Yes
Jaipur,24.8,87,16.2,11.9,100,Rainy,No
Chennai,34.2,65,22.5,0.0,23,Sunny,Yes
Kolkata,22.9,32,3.8,0.5,95,Overcast,Yes
Hyderabad,25.6,41,10.9,2.7,73,Cloudy,Yes
Ahmedabad,33.5,69,10.0,0.0,54,Cloudy,Yes
Pune,35.3,34,9.8,0.6,53,Cloudy,Yes
Chennai,31.1,40,13.8,10.3,100,Rainy,No
Kolkata,34.6,42,16.7,3.5,67,Cloudy,No
Mumbai,32.8,41,8.8,6.4,80,Rainy,No
Hyderabad,31.6,81,22.8,0.0,79,Overcast,No
Kolkata,20.6,53,7.3,4.5,80,Overcast,No
Hyderabad,29.5,67,13.0,2.7,56,Cloudy,Yes
Pune,28.0,75,17.2,4.6,92,Overcast,No
Bengaluru,31.4,80,15.1,2.2,79,Overcast,Yes
Jaipur,35.9,46,7.5,1.6,66,Cloudy,No
Ahmedabad,28.7,79,18.8,0.4,61,Cloudy,Yes
Pune,38.9,60,10.8,2.7,72,Cloudy,No
Delhi,27.9,43,30.7,1.3,62,Cloudy,No
Bengaluru,28.4,39,10.5,1.0,62,Cloudy,Yes
Delhi,33.9,55,18.3,5.7,62,Rainy,No
Ahmedabad,28.3,67,20.6,8.4,51,Rainy,No
Jaipur,33.9,35,9.8,1.0,30,Sunny,Yes
Bengaluru,20.5,93,19.3,3.2,76,Overcast,No
Kolkata,30.0,76,9.4,2.9,75,Overcast,Yes
Jaipur,31.9,96,19.1,0.0,61,Cloudy,Yes
Lucknow,22.1,31,10.3,1.8,16,Sunny,Yes
Hyderabad,27.2,70,11.2,0.0,21,Sunny,Yes
Jaipur,35.3,95,10.2,1.1,61,Cloudy,No
Delhi,32.8,85,11.5,2.1,92,Overcast,No
Hyderabad,32.4,42,4.4,0.5,46,Cloudy,Yes
Pune,31.1,75,7.9,3.9,85,Overcast,No
Delhi,29.2,34,30.7,1.2,80,Overcast,No
Hyderabad,32.9,87,23.8,0.9,56,Cloudy,No
Lucknow,31.6,65,22.0,2.6,38,Sunny,No
Kolkata,33.0,34,26.1,3.6,60,Cloudy,No
Pune,31.8,52,24.1,0.9,43,Cloudy,Yes
Delhi,25.8,86,2.7,2.2,60,Cloudy,No
Delhi,35.6,67,13.8,0.7,67,Cloudy,Yes
Bengaluru,29.6,57,13.1,3.0,32,Sunny,No
Kolkata,31.9,90,11.6,0.4,54,Cloudy,Yes
Kolkata,29.3,30,12.0,0.0,80,Overcast,Yes
Pune,24.5,73,4.1,0.0,57,Cloudy,Yes
Jaipur,18.8,42,25.2,1.4,28,Sunny,No
Chennai,32.4,78,3.7,0.0,16,Sunny,Yes
Hyderabad,37.8,44,9.4,1.6,68,Cloudy,No
Kolkata,28.3,93,8.0,0.0,30,Sunny,Yes
Jaipur,37.3,95,14.2,1.7,1,Sunny,No
Delhi,26.9,31,6.9,0.0,46,Cloudy,Yes
Delhi,29.4,62,26.8,2.0,31,Sunny,No
Hyderabad,33.9,88,9.2,4.6,73,Cloudy,No
Pune,36.6,41,11.9,6.0,88,Rainy,No
Kolkata,26.0,52,7.5,3.6,89,Overcast,No
Bengaluru,38.6,75,17.7,0.2,14,Sunny,Yes
Ahmedabad,30.7,77,21.8,2.2,100,Overcast,No
Lucknow,24.2,37,6.0,1.2,43,Cloudy,Yes
Mumbai,36.0,60,24.5,0.9,31,Sunny,No
Chennai,24.3,88,10.5,1.9,62,Cloudy,No
Chennai,30.4,38,3.2,0.0,7,Sunny,Yes
Jaipur,31.0,57,13.3,1.4,59,Cloudy,Yes
Chennai,23.2,37,8.1,0.6,60,Cloudy,Yes
Ahmedabad,30.6,37,12.3,7.6,100,Rainy,No
Pune,22.9,37,17.0,3.1,49,Cloudy,No
Bengaluru,29.0,61,16.9,0.4,59,Cloudy,Yes
Lucknow,34.2,35,15.8,2.0,55,Cloudy,Yes
